aah	ɑ
majuscule	ˈmæd.ʒə.ˌskyul
makar	ˈmɑ.kəɹ
makebate	ˈmeɪk.ˌbeɪt
makefast	ˈmeɪk.ˌfæst
makefast	ˈmeɪk.ˌfɑst
make	meɪk
makeover	ˈmeɪk.ˌoʊ.vəɹ
make-ready	ˈmeɪk.ˌɹɛ.di
maker	ˈmeɪ.kəɹ
makeshift	ˈmeɪk.ˌʃɪft
makeup	ˈmeɪk.ˌʌp
makeweight	ˈmeɪk.ˌweɪt
makimono	ˌmɑ.kə.ˈmoʊ.noʊ
makimono	ˈmɑ.ki.ˌmɔ.nɔ
making	ˈmeɪ.kɪŋ
mako	ˈmeɪ.koʊ
mako	ˈmɑɪ.koʊ
makuta	mɑ.ˈku.tə
malabsorption	ˌmæ.ləb.ˈsɔɹp.ʃən
malabsorption	ˌmæ.ləb.ˈzɔɹp.ʃən
Malacca	mə.ˈlæ.kə
Malacca	mə.ˈlɑ.kə
Malachi	ˈmæ.lə.ˌkaɪ
malachite	ˈmæ.lə.ˌkaɪt
malacology	ˌmæ.lə.ˈkɒ.ləd.ʒi
malacostracan	ˌmæ.lə.ˈkɒ.stɹə.kən
maladaptation	ˌmæ.læ.dəp.ˈteɪ.ʃən
maladapted	ˌmæ.lə.ˈdæp.tɪd
maladaptive	ˌmæ.lə.ˈdæp.tɪv
maladjusted	ˌmæ.lə.ˈdʒʌ.stɪd
maladjustment	ˌmæ.lə.ˈdʒʌst.mənt
maladminister	ˌmæ.ləd.ˈmɪ.nə.stəɹ
maladroit	ˌmæ.lə.ˈdɹɔɪt
malady	ˈmæ.lə.di
Malaga	ˈmæ.lə.gə
malaguena	ˌmæ.lə.ˈgeɪ.nyə
malaguena	ˌmæ.lə.ˈgweɪ.nyə
malaise	mæ.ˈleɪz
malaise	mæ.ˈmə.ɪz
malaise	ma.ˈlɛz
malamute	ˈmæ.lə.ˌmyut
malanders	ˈmæ.lən.dəɹz
malanga	mə.ˈlæŋ.gə
malapert	ˈmæ.lə.ˌpɜɹt
malapportioned	ˌmæ.lə.ˈpɔɹ.ʃənd
malapportioned	ˌmæ.lə.ˈpoʊɹ.ʃənd
malaprop	ˈmæ.lə.ˌpɹɒp
Malaprop	ˈmæ.lə.ˌpɹɒp
malapropism	ˈmæ.lə.pɹɒp.ˌɪ.zəm
malapropos	ˌmæ.læ.pɹə.ˈpoʊ
malar	ˈmeɪ.ləɹ
malaria	mə.ˈlɛə.ɹi.ə
malariology	mə.ˌlɛə.ɹi.ˈɒ.ləd.ʒi
malarkey	mə.ˈlɑɹ.ki
malate	ˈmæ.leɪt
malate	ˈmeɪ.leɪt
malathion	ˌmæ.lə.ˈθaɪ.ɒn
malathion	ˌmæ.lə.ˈθaɪ.ən
Malay	ˈmeɪ.leɪ
Malay	mə.ˈleɪ
Malaysia	mə.ˈleɪ.ʒə
Malaysia	mə.ˈleɪ.ʃə
Malaysian	mə.ˈleɪ.ʒən
Malaysian	mə.ˈleɪ.ʃən
Malcolm	ˈmæl.kəm
malcontent	ˌmæl.kən.ˈtɛnt
maldistribution	ˌmæl.dɪ.stɹə.ˈbyu.ʃən
maleate	ˈmæ.li.ˌeɪt
maleate	ˈmeɪ.li.ˌeɪt
maledict	ˈmæ.lɪ.dɪkt
malediction	ˌmæ.lɪ.ˈdɪk.ʃən
malefaction	ˌmæ.lə.ˈfæk.ʃən
malefactor	ˈmæ.lə.ˌfæk.təɹ
maleficence	mə.ˈlɛ.fə.səns
maleficent	mə.ˈlɛ.fə.sənt
malefic	mə.ˈlɛ.fɪk
male	meɪl
Male	ˈmɑ.leɪ
Male	ˈmɑ.li
malemute	ˈmæ.lə.ˌmyut
malevolence	mə.ˈlɛ.və.ləns
malevolent	mə.ˈlɛ.və.lənt
malfeasance	mæl.ˈfi.zəns
malformation	ˌmæl.fɔɹ.ˈmeɪ.ʃən
malformation	ˌmæl.fəɹ.ˈmeɪ.ʃən
malformed	mæl.ˈfɔɹmd
malfunction	mæl.ˈfʌŋk.ʃən
malice	ˈmæ.lɪs
malic	ˈmæ.lɪk
malic	ˈmeɪ.lɪk
malicious	mə.ˈlɪ.ʃəs
malignancy	mə.ˈlɪg.nən.si
malignant	mə.ˈlɪg.nənt
malign	mə.ˈlaɪn
malignity	mə.ˈlɪg.nɪ.ti
malihini	ˌmɑ.li.ˈhi.ni
Mali	ˈmɑ.li
Malik	ˈmɑ.lɪk
Malik	ˈmæ.lɪk
malines	mə.ˈlin
malines	ma.ˈlin
Malines	ma.ˈlin
Malines	mə.ˈlinz
malinger	mə.ˈlɪŋ.gəɹ
malison	ˈmæ.lə.zən
malison	ˈmæ.lə.sən
malkin	ˈmɔ.kɪn
malkin	ˈmɔ.lɪn
malkin	ˈmæ.lɪn
mallard	ˈmæ.ləɹd
malleability	ˌmæ.li.ə.ˈbɪ.lɪ.ti
malleable	ˈmæ.li.ə.bəl
mallee	ˈmæ.li
mallemuck	ˈmæ.lə.ˌmʌk
malleolar	mə.ˈli.ə.ləɹ
malleolus	mə.ˈli.ə.ləs
mallet	ˈmæ.lɪt
malleus	ˈmæ.li.əs
mall	mɔl
mall	mæl
malling	ˈmɔ.lɪŋ
Mallory	ˈmæ.lə.ɹi
mallow	ˈmæ.loʊ
malm	mɑm
malmsey	ˈmɑm.zi
malnourished	mæl.ˈnɜ.ɹɪʃt
malnourished	mæl.ˈnʌ.ɹɪʃt
malnutrition	ˌmæl.nu.ˈtɹɪ.ʃən
malnutrition	ˌmæl.nyu.ˈtɹɪ.ʃən
malocclusion	ˌmæ.lə.ˈklu.ʒən
malodor	mæl.ˈoʊ.dəɹ
malodorous	mæl.ˈoʊ.də.ɹəs
Malone	mə.ˈloʊn
maloti	mɑ.ˈloʊ.ti
malposition	ˌmæl.pə.ˈzɪ.ʃən
malpractice	mæl.ˈpɹæk.tɪs
Malta	ˈmɔl.tə
maltase	ˈmɔl.teɪs
maltase	ˈmɔl.teɪz
malted	ˈmɔl.tɪd
Maltese	mɔl.ˈtiz
Maltese	mɔl.ˈtis
maltha	ˈmæl.θə
malt	mɔlt
maltol	ˈmɔl.tɔl
maltol	ˈmɔl.tɒl
maltose	ˈmɔl.toʊs
maltreat	mæl.ˈtɹit
maltster	ˈmɔlt.stəɹ
malty	ˈmɔl.ti
malvasia	ˌmæl.və.ˈsi.ə
malversation	ˌmæl.vəɹ.ˈseɪ.ʃən
mama	ˈmɑ.mə
mama	mə.ˈmɑ
mamba	ˈmɑm.bɑ
mambo	ˈmɑm.boʊ
Mame	meɪm
Mameluke	ˈmæ.mə.ˌluk
mamey	mɑ.ˈmeɪ
mamey	mɑ.ˈmi
mam	mæm
Mamie	ˈmeɪ.mi
mamma	ˈmɑ.mə
mamma	mə.ˈmɑ
mamma	ˈmæ.mə
mammal	ˈmæ.məl
mammalian	mə.ˈmeɪ.li.ən
mammalian	mə.ˈmeɪ.lyən
mammalogy	mə.ˈmæ.ləd.ʒi
mammary	ˈmæ.mə.ɹi
mammee	mɑ.ˈmeɪ
mammee	mɑ.ˈmi
mammer	ˈmæ.məɹ
mammet	ˈmæ.mɪt
mammilla	mæ.ˈmɪ.lə
mammillary	ˈmæ.mə.ˌlɛ.ɹi
mammock	ˈmæ.mək
mammogram	ˈmæ.mə.ˌgɹæm
mammography	mæ.ˈmɒ.gɹə.fi
mammon	ˈmæ.mən
mammonism	ˈmæ.mə.ˌnɪ.zəm
mammoth	ˈmæ.məθ
mammy	ˈmæ.mi
mamzer	ˈmɒm.zəɹ
manacle	ˈmæ.nə.kəl
manageable	ˈmæ.nɪd.ʒə.bəl
manage	ˈmæ.nɪdʒ
management	ˈmæ.nɪdʒ.mənt
manageress	ˈmæ.nɪd.ʒə.ɹɪs
manageress	ˌmæ.nɪd.ʒə.ˈɹɛs
manager	ˈmæ.nɪd.ʒəɹ
managerial	ˌmæ.nɪ.ˈdʒɪə.ɹi.əl
mana	ˈmɑ.nɑ
Mana	ˈmæ.neɪ
manakin	ˈmæ.nə.kɪn
manas	ˈmæ.nəs
manas	ˈmʌ.nəs
manatee	ˈmæ.nə.ˌti
manatee	ˌmæ.nə.ˈti
Manat	mɑ.ˈnɑt
manche	mɑntʃ
Manche	mɑ̃ʃ
Manchester	ˈmæn.ˌtʃɛ.stəɹ
Manchester	ˈmæn.ˌtʃə.stəɹ
manchet	ˈmænt.ʃɪt
manchineel	ˌmænt.ʃə.ˈnil
Manchu	mæn.ˈtʃu
Manchuria	mæn.ˈtʃʊ.ə.ɹi.ə
manciple	ˈmæn.sə.pəl
mandala	ˈmʌnd.lə
mandamus	mæn.ˈdeɪ.məs
mandarinate	ˈmæn.də.ɹə.ˌneɪt
mandarin	ˈmæn.də.ɹɪn
mandatary	ˈmæn.də.ˌtɛ.ɹi
mandate	ˈmæn.deɪt
mandator	mæn.ˈdeɪ.təɹ
mandatory	ˈmæn.də.ˌtɔ.ɹi
mandatory	ˈmæn.də.ˌtoʊ.ɹi
Mandela	mæn.ˈdɛ.lə
Mandel	ˈmændl
Mandel	mæn.ˈdɛl
mandible	ˈmæn.də.bəl
mandibular	mæn.ˈdɪ.byə.ləɹ
mandibulate	mæn.ˈdɪ.byə.lɪt
mandibulate	mæn.ˈdɪ.by.ˌleɪt
mandioca	ˌmæn.di.ˈoʊ.kə
mandioca	ˌmeɪn.di.ˈoʊ.kə
mandira	ˈmʌn.də.ɹə
mandola	mæn.ˈdoʊ.lə
mandolin	ˈmænd.lɪn
mandolin	ˌmændl.ˈɪn
mandragora	mæn.ˈdɹæ.gə.ɹə
mandragora	ˌmæn.dɹə.ˈgɔ.ɹə
mandragora	ˌmæn.dɹə.ˈgoʊ.ɹə
mandrake	ˈmæn.dɹeɪk
mandrake	ˈmæn.dɹɪk
mandrel	ˈmæn.dɹəl
mandrill	ˈmæn.dɹɪl
manducate	ˈmænd.ʒʊ.ˌkeɪt
mane	meɪn
manes	ˈmeɪ.niz
manes	ˈmɑ.nɛs
Manes	ˈmeɪ.niz
Manet	mæ.ˈneɪ
Manet	ma.ˈnɛ
maneuverable	mə.ˈnu.və.ɹə.bəl
maneuver	mə.ˈnu.vəɹ
manful	ˈmæn.fəl
mangabey	ˈmæŋ.gə.ˌbeɪ
manga	ˈmɑŋ.gə
manga	ˈmæŋ.gə
manganese	ˈmæŋ.gə.ˌnis
manganese	ˈmæŋ.gə.ˌniz
manganic	mæn.ˈgæ.nɪk
manganic	mæŋ.ˈgæ.nɪk
Manganin	ˈmæŋ.gə.nɪn
manganite	ˈmæŋ.gə.ˌnaɪt
manganous	ˈmæŋ.gə.nəs
manganous	mæn.ˈgæ.nəs
manganous	mæŋ.ˈgæ.nəs
mange	meɪndʒ
manger	ˈmeɪnd.ʒəɹ
Manger	ˈmeɪnd.ʒəɹ
mangey	ˈmeɪnd.ʒi
mangle	ˈmæŋ.gəl
mango	ˈmæŋ.goʊ
mangonel	ˈmæŋ.gə.ˌnɛl
mangosteen	ˈmæŋ.gə.ˌstin
mangrove	ˈmæŋ.gɹoʊv
mangrove	ˈmæn.gɹoʊv
mangy	ˈmeɪnd.ʒi
manhandle	ˈmæn.ˌhændl
manhandle	mæn.ˈhændl
Manhattan	mæn.ˈhætn
Manhattan	mən.ˈhætn
manhole	ˈmæn.ˌhoʊl
manhood	ˈmæn.hʊd
man	mæn
man	mɑn
man	mən
Man	mæn
manhunt	ˈmæn.ˌhʌnt
maniacal	mə.ˈnaɪ.ə.kəl
maniac	ˈmeɪ.ni.ˌæk
mania	ˈmeɪ.ni.ə
mania	ˈmeɪ.nyə
Mania	ˈmeɪ.ni.ə
Mania	ˈmeɪ.nyə
manic	ˈmæ.nɪk
manicotti	ˌmæ.nɪ.ˈkɒ.ti
manicotti	ˌmɑ.ni.ˈkɔt.ti
manicure	ˈmæ.nɪ.ˌkyʊəɹ
manicurist	ˈmæ.nɪ.ˌkyʊə.ɹɪst
manifestant	ˌmæ.nə.ˈfɛ.stənt
manifestation	ˌmæ.nə.fə.ˈsteɪ.ʃən
manifestation	ˌmæ.nə.fɛ.steɪ.ʃən
manifest	ˈmæ.nə.ˌfɛst
manifesto	ˌmæ.nə.ˈfɛ.stoʊ
manifold	ˈmæ.nə.ˌfoʊld
Mani	ˈmɑ.ni
manikin	ˈmæ.nɪ.kɪn
Manila	mə.ˈnɪ.lə
manilla	mə.ˈnɪ.lə
manille	mə.ˈnɪl
manioc	ˈmæ.ni.ˌɒk
manioc	ˈmeɪ.ni.ˌɒk
maniple	ˈmæ.nə.pəl
manipulable	mə.ˈnɪ.pyə.lə.bəl
manipular	mə.ˈnɪ.pyə.ləɹ
manipulate	mə.ˈnɪ.pyə.ˌleɪt
manipulation	mə.ˌnɪ.pyə.ˈleɪ.ʃən
manipulative	mə.ˈnɪ.pyə.ˌleɪ.tɪv
manipulative	mə.ˈnɪ.pyə.lə.tɪv
manipulator	mə.ˈnɪ.pyə.ˌleɪ.təɹ
Manitoba	ˌmæ.nɪ.ˈtoʊ.bə
manitou	ˈmæ.nɪ.ˌtu
mankind	ˈmæn.ˈkaɪnd
mankind	ˈmæn.ˌkaɪnd
manlike	ˈmæn.ˌlaɪk
manly	ˈmæn.li
man-made	ˈmæn.ˈmeɪd
manna	ˈmæ.nə
mannan	ˈmæ.næn
mannan	ˈmæ.nən
manned	mænd
mannequin	ˈmæ.nɪ.kɪn
mannered	ˈmæ.nəɹd
manner	ˈmæ.nəɹ
mannerism	ˈmæ.nə.ˌɹɪ.zəm
mannerless	ˈmæ.nəɹ.lɪs
mannerly	ˈmæ.nəɹ.li
Mann	mɑn
Mann	mæn
mannikin	ˈmæ.nɪ.kɪn
Manning	ˈmæ.nɪŋ
mannish	ˈmæ.nɪʃ
mannite	ˈmæ.naɪt
mannitol	ˈmæ.nɪ.ˌtɔl
mannitol	ˈmæ.nɪ.ˌtɒl
mannose	ˈmæ.noʊs
Manny	ˈmæ.ni
manoeuvre	mə.ˈnu.vəɹ
mano	ˈmɑ.noʊ
mano	ˈmɑ.nɔ
manometer	mə.ˈnɒ.mɪ.təɹ
Manon	ma.ˈnɔ̃
manor	ˈmæ.nəɹ
manorialism	mə.ˈnɔ.ɹi.ə.ˌlɪ.zəm
manorialism	mə.ˈnoʊ.ɹi.ə.ˌlɪ.zəm
manpower	ˈmæn.ˌpaʊ.əɹ
manque	mɑ̃k
manrope	ˈmæn.ˌɹoʊp
mansard	ˈmæn.sɑɹd
mansard	ˈmæn.səɹd
manse	mæns
manservant	ˈmæn.ˌsɜɹ.vənt
Mansfield	ˈmænz.ˌfild
mansion	ˈmæn.ʃən
manslaughter	ˈmæn.ˌslɔ.təɹ
manslayer	ˈmæn.ˌsleɪ.əɹ
mansuetude	ˈmæn.swɪ.ˌtud
mansuetude	ˈmæn.swɪ.ˌtyud
manta	ˈmæn.tə
manta	ˈmɑn.tɑ
Manta	ˈmɑn.tɑ
Manta	ˈmɑn.tə
manteau	ˈmæn.toʊ
manteau	mæn.ˈtoʊ
mantelet	ˈmæntl.ˌɛt
mantelet	ˈmænt.lɪt
mantel	ˈmæntl
mantelshelf	ˈmæntl.ˌʃɛlf
mantic	ˈmæn.tɪk
manticore	ˈmæn.tɪ.ˌkɔɹ
manticore	ˈmæn.tɪ.ˌkoʊɹ
mantid	ˈmæn.tɪd
mantilla	mæn.ˈtɪ.lə
mantilla	mæn.ˈti.ə
mantis	ˈmæn.tɪs
mantissa	mæn.ˈtɪ.sə
mantle	ˈmæntl
Mantle	ˈmæntl
mantlet	ˈmænt.lɪt
mantling	ˈmænt.lɪŋ
mantra	ˈmæn.tɹə
mantra	ˈmɑn.tɹə
mantra	ˈmʌn.tɹə
man-trap	ˈmæn.ˌtɹæp
mantua	ˈmænt.ʃu.ə
Mantua	ˈmænt.ʃu.ə
manual	ˈmæ.nyu.əl
manubrium	mə.ˈnu.bɹi.əm
manubrium	mə.ˈnyu.bɹi.əm
Manuel	ˈmæ.nyu.əl
manufactory	ˌmæ.nyə.ˈfæk.tə.ɹi
manufacture	ˌmæ.nyə.ˈfækt.ʃəɹ
manufacturer	ˌmæ.nyə.ˈfækt.ʃə.ɹəɹ
Manu	ˈmæ.nu
manumission	ˌmæ.nyə.ˈmɪ.ʃən
manumit	ˌmæ.nyə.ˈmɪt
manure	mə.ˈnʊ.əɹ
manure	mə.ˈnyʊəɹ
manuscript	ˈmæ.nyə.ˌskɹɪpt
manus	ˈmeɪ.nəs
Manus	ˈmɑ.nus
Manville	ˈmæn.vɪl
manward	ˈmæn.wəɹd
manwise	ˈmæn.ˌwaɪz
manyfold	ˈmɛ.ni.ˈfoʊld
many	ˈmɛ.ni
manzanita	ˌmæn.zə.ˈni.tə
Maori	ˈmɑ.ɔ.ɹi
Maori	ˈmoʊ.ɹi
Maori	ˈmaʊ.ɹi
Maori	ˈmɑ.ɹi
map	mæp
Map	mæp
maple	ˈmeɪ.pəl
mapmaker	ˈmæp.ˌmeɪ.kəɹ
mapping	ˈmæ.pɪŋ
maquette	mæ.ˈkɛt
maquette	mə.kɛt
maqui	ˈmɑ.ki
maquiladora	mə.ˌki.lə.ˈdɔ.ɹə
maquiladora	mɑ.ˌki.ɑ.ˈdɔ.ɹɑ
maquillage	ˌmæ.ki.ˈɑʒ
maquillage	ma.ki.ˈy.aʒ
maquis	mɑ.ˈki
maquis	mæ.ki
maquis	ma.ˈki
marabou	ˈmæ.ɹə.ˌbu
marabout	ˈmæ.ɹə.ˌbut
marabout	ˈmæ.ɹə.ˌbu
maraca	mə.ˈɹɑ.kə
maraca	mə.ˈɹæ.kə
mara	mə.ˈɹɑ
marais	mɑ.ˈɹeɪ
marais	ma.ˈɹɛ
Marais	ma.ˈɹɛ
maranatha	ˌmæ.ɹə.ˈnæ.θə
maranta	mə.ˈɹæn.tə
marasca	mə.ˈɹæ.skə
maraschino	ˌmæ.ɹə.ˈski.noʊ
maraschino	ˌmæ.ɹə.ˈʃi.noʊ
marasmus	mə.ˈɹæz.məs
marathoner	ˈmæ.ɹə.ˌθɒ.nəɹ
marathoner	ˈmæ.ɹə.ˌθə.nəɹ
marathon	ˈmæ.ɹə.ˌθɒn
marathon	ˈmæ.ɹə.ˌθən
Marathon	ˈmæ.ɹə.ˌθɒn
Marat	ma.ˈɹa
maraud	mə.ˈɹɔd
marauding	mə.ˈɹɔ.dɪŋ
maravedi	ˌmæ.ɹə.ˈveɪ.di
marbelize	ˈmɑɹ.bə.ˌlaɪz
marble	ˈmɑɹ.bəl
Marble	ˈmɑɹ.bəl
marbleize	ˈmɑɹ.bə.ˌlaɪz
marbling	ˈmɑɹ.blɪŋ
marbly	ˈmɑɹ.bli
marcasite	ˈmɑɹ.kə.ˌsaɪt
marcato	mɑɹ.ˈkɑ.toʊ
marcato	mɑɹ.ˈkɑ.tɔ
Marceau	mɑɹ.ˈsoʊ
Marceau	maɹ.ˈsoʊ
marcel	mɑɹ.ˈsɛl
Marcel	mɑɹ.ˈsɛl
Marcel	maɹ.ˈsɛl
marcella	mɑɹ.ˈsɛ.lə
Marcella	mɑɹ.ˈsɛ.lə
Marcello	mɑɹ.ˈtʃɛl.lɔ
Marcellus	mɑɹ.ˈsɛ.ləs
marcher	ˈmɑɹt.ʃəɹ
marchesa	mɑɹ.ˈkeɪ.zə
marchesa	mɑɹ.ˈkɛ.zɑ
marchese	mɑɹ.ˈkeɪ.zeɪ
marchese	mɑɹ.ˈkɛ.zɛ
Marches	ˈmɑɹt.ʃɪz
march	mɑɹtʃ
March	mɑɹtʃ
March	mɑɹx
marchioness	ˈmɑɹ.ʃə.nɪs
marchioness	ˌmɑɹ.ʃə.ˈnɛs
marchland	ˈmɑɹtʃ.ˌlænd
marchland	ˈmɑɹtʃ.ˌlənd
marchpane	ˈmɑɹtʃ.ˌpeɪn
marc	mɑɹk
Marc	mɑɹk
MARC	mɑɹk
Marcia	ˈmɑɹ.ʃə
Marciano	ˌmɑɹ.si.ˈɑ.noʊ
Marciano	ˌmɑɹ.si.ˈæ.noʊ
Marcie	ˈmɑɹ.si
Marconi	mɑɹ.ˈkoʊ.ni
Marconi	mɑɹ.ˈkɔ.ni
Marcos	ˈmɑɹ.koʊs
Marcus	ˈmɑɹ.kəs
Marcy	ˈmɑɹ.si
mare	mɛəɹ
mare	ˈmɑ.ɹeɪ
mare	ˈmɛə.ɹi
maremma	mə.ˈɹɛ.mə
Marengo	mə.ˈɹɛŋ.goʊ
Marengo	mɑ.ˈɹɛŋ.gɔ
marga	ˈmɑɹ.gə
Margaret	ˈmɑɹ.gə.ɹɪt
Margaret	ˈmɑɹ.gɹɪt
margaric	mɑɹ.ˈgæ.ɹɪk
margaric	mɑɹ.ˈgɑ.ɹɪk
margarine	ˈmɑɹd.ʒə.ɹɪn
margarine	ˈmɑɹd.ʒə.ˌɹin
margarine	ˈmɑɹdʒ.ɹɪn
Margarita	ˌmɑɹ.gə.ˈɹi.tə
margarite	ˈmɑɹ.gə.ˌɹaɪt
margate	ˈmɑɹ.gɪt
margate	ˈmɑɹ.geɪt
Margate	ˈmɑɹ.gɪt
Margate	ˈmɑɹ.geɪt
margay	ˈmɑɹ.geɪ
marge	mɑɹdʒ
Marge	mɑɹdʒ
margent	ˈmɑɹd.ʒənt
Margherita	ˌmɑɹ.gə.ˈɹi.tə
Margherita	ˌmɑɹ.gɛ.ˈɹi.tɑ
Margie	ˈmɑɹd.ʒi
marginal	ˈmɑɹd.ʒənl
marginalia	ˌmɑɹd.ʒə.ˈneɪ.li.ə
marginalia	ˌmɑɹd.ʒə.ˈneɪ.lyə
marginalize	ˈmɑɹd.ʒənl.ˌaɪz
marginate	ˈmɑɹd.ʒə.ˌneɪt
margin	ˈmɑɹd.ʒɪn
Margot	ˈmɑɹ.goʊ
Margot	ˈmɑɹ.gət
margravate	ˈmɑɹ.gɹə.ˌveɪt
margrave	ˈmɑɹ.gɹeɪv
margravine	ˈmɑɹ.gɹə.ˌvin
marguerite	ˌmɑɹ.gə.ˈɹit
Marguerite	ˌmɑɹ.gə.ˈɹit
Marguerite	maɹ.gə.ˈɹit
mar	mɑɹ
mariachi	ˌmɑ.ɹi.ˈɑt.ʃi
mariachi	mɑ.ˈɹy.ɑt.ʃi
mariachis	ˌmɑ.ɹi.ˈɑt.ʃiz
mariachis	mɑ.ˈɹy.ɑt.ʃis
Maria	mə.ˈɹi.ə
Maria	mə.ˈɹaɪ.ə
Maria	mɑ.ˈɹi.ɑ
Marian	ˈmɛə.ɹi.ən
Marian	ˈmæ.ɹi.ən
Marianne	ˌmɛə.ɹi.ˈæn
Marianne	ˌmæ.ɹi.ˈæn
mariculture	ˈmæ.ɹɪ.ˌkʌlt.ʃəɹ
Marie	mə.ˈɹi
Marie	ma.ˈɹi
Mariel	mɑ.ˈɹy.ɛl
Marietta	ˌmɛə.ɹi.ˈɛ.tə
marigold	ˈmæ.ɹɪ.ˌgoʊld
Mari	ˈmɑ.ɹi
marijuana	ˌmæ.ɹə.ˈwɑ.nə
Marilyn	ˈmæ.ɹə.lɪn
marimba	mə.ˈɹɪm.bə
marinade	ˌmæ.ɹə.ˈneɪd
marinade	ˈmæ.ɹə.ˌneɪd
marina	mə.ˈɹi.nə
Marina	mə.ˈɹi.nə
marinara	ˌmɑ.ɹə.ˈnɑ.ɹə
marinara	ˌmæ.ɹə.ˈnæ.ɹə
marinate	ˈmæ.ɹə.ˌneɪt
marine	mə.ˈɹin
mariner	ˈmæ.ɹə.nəɹ
Marin	ˈmɑ.ɹɪn
Marino	mə.ˈɹi.noʊ
Mario	ˈmɑ.ɹi.ˌoʊ
Mario	ˈmæ.ɹi.ˌoʊ
Mario	ˈmɑ.ɹy.ɔ
marionette	ˌmæ.ɹi.ə.ˈnɛt
Marion	ˈmæ.ɹi.ən
Marion	ˈmɛə.ɹi.ən
marish	ˈmæ.ɹɪʃ
Maris	ˈmæ.ɹɪs
Marisol	ˈmæ.ɹɪ.ˌsɒl
marital	ˈmæ.ɹɪtl
maritime	ˈmæ.ɹɪ.ˌtaɪm
Marius	ˈmɛə.ɹi.əs
Marius	ˈmæ.ɹi.əs
marjoram	ˈmɑɹd.ʒə.ɹəm
marka	ˈmɑɹ.kə
marka	ˈmɑɹ.kɑ
markdown	ˈmɑɹk.ˌdaʊn
marked	mɑɹkt
marker	ˈmɑɹ.kəɹ
marketable	ˈmɑɹ.kɪ.tə.bəl
marketeer	ˌmɑɹ.kɪ.ˈtɪəɹ
market	ˈmɑɹ.kɪt
marketing	ˈmɑɹ.kɪ.tɪŋ
marketplace	ˈmɑɹ.kɪt.ˌpleɪs
Markham	ˈmɑɹ.kəm
markhoor	ˈmɑɹ.kʊ.əɹ
markhor	ˈmɑɹ.kɔɹ
mark	mɑɹk
Mark	mɑɹk
marking	ˈmɑɹ.kɪŋ
markka	ˈmɑɹk.kɑ
marksman	ˈmɑɹk.smən
markswoman	ˈmɑɹks.ˌwʊ.mən
markup	ˈmɑɹk.ˌʌp
Marlboro	ˈmɑɹl.bɜ.ɹoʊ
Marlboro	ˈmɑɹl.bʌ.ɹoʊ
marled	mɑɹld
Marlene	mɑɹ.ˈlin
Marlene	mɑɹ.ˈleɪ.nə
Marley	ˈmɑɹ.li
marl	mɑɹl
marline	ˈmɑɹ.lɪn
marlinespike	ˈmɑɹ.lɪn.ˌspaɪk
marlin	ˈmɑɹ.lɪn
Marlin	ˈmɑɹ.lɪn
Marlon	ˈmɑɹ.lən
Marlowe	ˈmɑɹ.loʊ
marlstone	ˈmɑɹl.ˌstoʊn
marmalade	ˈmɑɹ.mə.ˌleɪd
marmalade	ˌmɑɹ.mə.ˈleɪd
marmite	ˈmɑɹ.maɪt
marmite	mɑɹ.ˈmit
marmoreal	mɑɹ.ˈmɔ.ɹi.əl
marmoreal	mɑɹ.ˈmoʊ.ɹi.əl
marmoset	ˈmɑɹ.mə.ˌzɛt
marmoset	ˈmɑɹ.mə.ˌsɛt
marmot	ˈmɑɹ.mət
marocain	ˈmæ.ɹə.ˌkeɪn
marocain	ˌmæ.ɹə.ˈkeɪn
maroon	mə.ˈɹun
marplot	ˈmɑɹ.ˌplɒt
marquee	mɑɹ.ˈki
marque	mɑɹk
marquess	ˈmɑɹ.kwɪs
marquetry	ˈmɑɹ.kɪ.tɹi
marquisate	ˈmɑɹ.kwə.zɪt
marquise	mɑɹ.ˈkiz
marquise	maɹ.ˈkiz
marquisette	ˌmɑɹ.kə.ˈzɛt
marquisette	ˌmɑɹ.kwə.ˈzɛt
marquis	ˈmɑɹ.kwɪs
marquis	mɑɹ.ˈki
marquis	maɹ.ˈki
Marquis	ˈmɑɹ.kwɪs
Marrakesh	ˈmæ.ɹə.ˌkɛʃ
Marrakesh	ˌmæ.ɹə.ˈkɛʃ
Marrakesh	mə.ˈɹɑ.kɛʃ
Marrano	mə.ˈɹɑ.noʊ
marriageable	ˈmæ.ɹɪd.ʒə.bəl
marriage	ˈmæ.ɹɪdʒ
married	ˈmæ.ɹid
marron	ˈmæ.ɹən
marron	mə.ˈɹoʊn
marron	ma.ˈɹɔ̃
marrowbone	ˈmæ.ɹoʊ.ˌboʊn
marrowfat	ˈmæ.ɹoʊ.ˌfæt
marrow	ˈmæ.ɹoʊ
marrow	ˈmæ.ɹə
marry	ˈmæ.ɹi
Marsala	mɑɹ.ˈsɑ.lə
Marsala	mɑɹ.ˈsɑ.lɑ
marse	mɑɹs
Marseillaise	ˌmɑɹ.sə.ˈleɪz
Marseillaise	ˌmɑɹ.sə.ˈseɪ.ˈɛz
Marseillaise	maɹ.sɛ.ˈy.ɛz
marseilles	mɑɹ.ˈseɪlz
Marseilles	mɑɹ.ˈseɪ
Marsha	ˈmɑɹ.ʃə
marshal	ˈmɑɹ.ʃəl
Marshall	ˈmɑɹ.ʃəl
marsh	mɑɹʃ
Marsh	mɑɹʃ
marshland	ˈmɑɹʃ.ˌlænd
